source,movie,subtitle_id,line_index,context,masked_line,gold_line,gold_pronoun,gold_tier
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,815,"-नहीं, सोच के... -चुप हो और तमीज़ से प्रपोज़ कर।
टिन्नी, मैं तुझे बहुत प्यार दूँगा।
मैं तेरा ख़याल रखूँगा।
तुझे कुँए में नहीं कूदने दूँगा।
तुझसे भी तेरी सुरक्षा करूँगा।",____ हमेशा प्यार करूँगा। और प्यार में चीटिंग नहीं करूँगा।,तुझे हमेशा प्यार करूँगा। और प्यार में चीटिंग नहीं करूँगा।,तुझे,T
IndicDialogue,Hit the First Case,1957795759,1704,"रोहित!
हिलना मत।
चैन की साँस ले।
अब तो सब खत्म हो गया है।
मुझे कई बार लगा, मैं तुझे कन्फेस कर दूँ।",____ कभी सच छुप ही नहीं सकता।,तुझसे कभी सच छुप ही नहीं सकता।,तुझसे,T
IndicDialogue,Guilty,1956804853,1332,"‎ क्या बक रहा है, बे!
‎वह अमेरिकी संविधान में है।
‎-भोसड़ी के! ‎-भाड़ में जा!
‎तू ड्रम्ज़ बजा ना, चूतिए!
‎मैं थक गया हूँ इस वकील के झमेले से, यार!",‎____ क्या फ़र्क पड़ता है? तू म्यूज़िक बजा।,‎तुझे क्या फ़र्क पड़ता है? तू म्यूज़िक बजा।,तुझे,T
IndicDialogue,Jaane Jaan,1958289341,586,"गिना।
अभी की आबादी 95674 है।
नारू!
इतना अच्छा लग रहा है तुझसे मिल के।
तू बिलकुल नहीं बदला, यार!",गणित में ____ कोई नहीं हरा सकता।,गणित में तुझे कोई नहीं हरा सकता।,तुझे,T
IndicDialogue,Dhamaka,1957450323,441,"‪और आपको मेरी तरह कोई और सुनेगा भी नहीं।
‪ अरे, वो सब तो ठीक है, ‪लेकिन पैसे हमको चाहिए।
‪पैसे आपको मिल जाएंगे।
‪बस शो कर दीजिए क्योंकि शो शुरू करना है।
‪दूसरे चैनल आपकी बातें ‪तोड़-मरोड़ के पेश करेंगे।","‪उनको ____ मतलब नहीं है, ‪उनको अपने चैनल से मतलब है।","‪उनको आपसे मतलब नहीं है, ‪उनको अपने चैनल से मतलब है।",आपसे,AAP
IndicDialogue,Ginny Weds Sunny,1956951114,796,"‎काफ़ी पेचीदा  मामला है।
‎यही यो सबसे बड़ी मुश्किल है हमारे रिश्ते की।
‎वो भी उलझन में है, मैं भी उलझन में हूँ।
‎वैसे अभी क्या स्टेटस है तुम लोगों का?
‎हम... बस अच्छे दोस्त हैं।",‎मतलब अभी ____ सिंगल हो?,‎मतलब अभी तुम सिंगल हो?,तुम,TUM
IndicDialogue,Indoo Ki Jawani,1957132233,1505,"मुझे नहीं, किसी को भी लगेगा।
तुम लोग साले काम ही ऐसा करते हो।
होटल में जाके ऐसे ही लोगों को मारने लगते हो।
रेस्टौरेंट, रेलवे स्टेशन, अस्पताल। कोई जगह छोड़ी है तुम लोगों ने?
तो क्यों ना लूँ तुम लोग पे शक?","ये ""____"" लोग क्या होता है?","ये ""तुम"" लोग क्या होता है?",तुम,TUM
IndicDialogue,Lust Stories 2,1958186552,1134,"फिर से।
 मैंने बहुत मिस किया तुम्हें!
नहीं।
 नहीं, हम ये नहीं कर सकते।
तुम प्लीज़ यहाँ से चले जाओ।", ____ पत्नी है अब।, तुम्हारी पत्नी है अब।,तुम्हारी,TUM
IndicDialogue,Lust Stories 2,1958186552,566,"आवाज़ कम करने को कहो उसे!
घर-वर सब साफ रखने के लिए चाबी दी।
- आवाज़ नीचे कर! - क्या चीज़ किधर पड़ी है
कुछ मालूम भी है तेरे को?
तेरी चड्डी तक तो मैं धोती हूँ।","सीमा, क्या बोल रही है ____?","सीमा, क्या बोल रही है तू?",तू,T
IndicDialogue,Ginny Weds Sunny,1956951114,1727,"‎लेकिन कम से कम तू तय तो कर ले।
‎हम्म।
‎ठीक है।
‎अच्छा चल,
‎अब तू मुझसे माफ़ी माँग।",‎मैं ठीक थी और ____ गलत।,‎मैं ठीक थी और तू गलत।,तू,T
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,489,"♪  मैंने पी रक्खी है  ♪
♪  मैंने पी रक्खी है  ♪
♪  जिस बार में पैरों के तेरी धूल पड़ी ना  ♪
♪  दारू वहाँ के पियक्कड़ों को चढ़ी ना  ♪
♪  वैसे तो मयखानों का मैं भी हूँ फ़रिश्ता  ♪","♪  तो हाउ कम, मेरी नज़र कभी ____ लड़ी ना?  ♪","♪  तो हाउ कम, मेरी नज़र कभी तुझसे लड़ी ना?  ♪",तुझसे,T
IndicDialogue,Axone,1956818787,689,"और मिनम तुम्हें हम से अलग समझती है।
जानती हो हम जब पहली बार डेट कर रहे थे उसने क्या कहा?
उसने कहा, ""तुम नेपाली लड़की को क्यों डेट कर रहे हो?
तुम्हें बालोमनी लड़की से डेट करनी चाहिए ना!""
जैसे वह बताएगी, मैं किसको डेट करूँ?",देखो ____ समस्या यह है कि तुम बहुत भोली हो!,देखो तुम्हारी समस्या यह है कि तुम बहुत भोली हो!,तुम्हारी,TUM
IndicDialogue,Good Newwz,1956816836,1074,"बिज़नेस ख़राब हो रहा था आपका उससे बचाया। हमारी फ़सलों को बचाया।
आपको निमोनिया हुआ था जब, उससे बचाया।
मम्मी जी के घुटने का ऑपरेशन बिलकुल अच्छे से करवाया, किसने?
जय माता दी!
जब इतने चमत्कार किए हम पर माता रानी ने,",तो तब तो नहीं शक किया ____ उन पर?,तो तब तो नहीं शक किया आपने उन पर?,आपने,AAP
IndicDialogue,Shehzada,1958077493,1481,"कौन हो तुम?
बंटू। मैं यहाँ काम करता हूँ।
क्या काम करते हो?
वही, बंटू का फॉर…
फ्री वाईफाई पे नेटफलिक्स और चिल।",लेकिन ____ हो कौन उनकी सिक्योरिटी का फैसला लेने वाले?,लेकिन तुम हो कौन उनकी सिक्योरिटी का फैसला लेने वाले?,तुम,TUM
IndicDialogue,Good Newwz,1956816836,1061,"अरे! इतने सालों से तो नहीं हुई माता रानी की कृपा।
अब क्या मेरे अंदर बच्चों का देवता समा गया एकदम से?
आप बैठो इधर।
बैठो।
बैठो भी।",मुझे एक बात बताओ ____?,मुझे एक बात बताओ आप?,आप,AAP
IndicDialogue,Jaadugar,1957742927,766,"स्पेशल इसलिए क्योंकि ये मैजिक, मुझे नहीं,
मेरी आज की खूबसूरत दर्शक को करना है।
दिशा जब मैं तुझसे पहली बार मिला था ना, तब मुँह से बोला था।
पर आज, दिल से बोल रहा हूँ।
आई लव यू।",और ऐसा नहीं है कि ____ मेरा पहला प्यार है।,और ऐसा नहीं है कि तू मेरा पहला प्यार है।,तू,T
IndicDialogue,Ginny Weds Sunny,1956951114,463,"‎तेरे बस का है नहीं ये सब!
‎मैं कल शोभा मैडम को मिलता हूं।
‎मिलना क्या है, पापा? फ़ोन लगाओ और झाड़ो उनको।
‎-है न? ‎-हाँ, पकड़ो।
‎-नहीं, एक सेकंड चालू नहीं हुआ। ‎-हो गया चालू बेटा।","‎ओये, क्या कर रहा है ____? क्या हुआ इसे?","‎ओये, क्या कर रहा है तू? क्या हुआ इसे?",तू,T
IndicDialogue,Axone,1956818787,41,"याद हमें हैं ये...
♪ याद हमें हैं ये मुलाकातें ♪
♪ वो प्यारे रातें, वो प्यारे दिन और... ♪
रातें!
बेन्दांग, कहाँ हो तुम? क्या कर रहे हो?",मैं ____ लगातार फोन कर रही हूँ और तुम उठा तक नहीं रहे हो?,मैं तुम्हें लगातार फोन कर रही हूँ और तुम उठा तक नहीं रहे हो?,तुम्हें,TUM
IndicDialogue,Shehzada,1958077493,1750,"और तब से ऐसे ही जी रहे हैं आप लोग।
ना रिश्ता सुधारना चाहते हो, ना अलग होना चाहते हो।
दुख की बात तो ये है, पूरे घर को ये बात पता है,
लेकिन कोई इस बारे में बात ही नहीं करना चाहता।
क्यों? क्योंकि सोसाइटी क्या सोचेगी!","क्या यार, बडी। ____ तो कुछ कह सकते थे ना।","क्या यार, बडी। आप तो कुछ कह सकते थे ना।",आप,AAP
IndicDialogue,The White Tiger,1957077990,1641,"‏यहाँ जीना दूभर हो गया है। ‏इंद्र भगवान रूठकर बैठे हैं।
‏पैसे तो तुम्हें भेजने पड़ेंगे ही। और हाँ,
‏हमने तुम्हारी शादी की व्यवस्था कर दी है।
‏अगर तुम न आए, तो हम लड़की को ‏बस में बिठाकर तुम्हारे यहाँ भेज देंगे।
‏अगर तुमने मना किया,",‏तो हम चिट्ठी लिखकर ‏सब बता देंगे ____ मालिक को।,‏तो हम चिट्ठी लिखकर ‏सब बता देंगे तुम्हारे मालिक को।,तुम्हारे,TUM
IndicDialogue,The Great Indian Family,1958355201,728,"पर उनकी इच्छा थी कि ये आप तक पहुंचा दूं।
जी...लाईए...लाईए...
- जी आज्ञा दें... - जी...जी.. चलिए..
कुछ चाय वाय तो..
कम से कम दस चिठियाँ लिखी होंगी उन्होंने।",____ बस ये चिट्ठी पंडितजी तक पहुँच जरूर दीजिएगा।,आप बस ये चिट्ठी पंडितजी तक पहुँच जरूर दीजिएगा।,आप,AAP
IndicDialogue,Good Newwz,1956816836,972,"मौनी की रिपोर्ट आ गई?
मोनिका बत्रा
-बीवी हैं आपकी? -हाँ जी।
अरे जीजू, पहचाना नहीं?
-हैं? -अरे, मैं ललिता।",अरे शादी में आई थी ना ____?,अरे शादी में आई थी ना आपकी?,आपकी,AAP
IndicDialogue,Axone,1956818787,454,"क्या कर रही है मतलब? तुझे क्या लग रहा है मैं इसे
घुमाने ले जा रहा हूँ सिलेन्डर बीच में रखकर?
शिव मैं तुझे बता रही हूँ, हाँ!
दोबारा तुझे किसी लड़की के साथ देखा ना मैंने
तूने तो बोला था... तेरी तो गर्लफ्रेंड है?",और ऊपर से ____ पूर्वोत्तर की गर्लफ्रेंड चाहिए?,और ऊपर से तुझे पूर्वोत्तर की गर्लफ्रेंड चाहिए?,तुझे,T
IndicDialogue,Haseen Dillruba,1957295757,1328,"‎♪  कि मौसम बदलने लगा  ♪
‎♪  मिला यूँ  ♪
‎♪  जैसे बिछड़ा न तू  ♪
‎♪  मिला यूँ  ♪
‎♪  खिला यूँ  ♪",‎♪  जैसे बिगड़ा न ____  ♪,‎♪  जैसे बिगड़ा न तू  ♪,तू,T
IndicDialogue,Lust Stories 2,1958186552,685,"-  माँ... -  इस पर से हाथ हटा!
हाथ लगाएगा!
हाथ लगाएगा तू?
 तेरी माँ को बताऊँ क्या?
हलकट कहीं का!","-  और ____, चुप रह! - माँ...","-  और तू, चुप रह! - माँ...",तू,T
IndicDialogue,Good Newwz,1956816836,1236,"देखो दीपू मैं मानता हूँ आज तुम बड़ी भावनात्मक हो कोई बात नहीं। तीन-चार दिन
आराम कर लो। ठीक है? उसके बाद गर्भपात करवा लेंगे।
नहीं, वरुण।
एक ज़िंदगी पल रही है मेरे अंदर
दिल धड़क रहा था उसका। मैंने ख़ुद देखा।","____ समझ आ रहा है, जो हम करने जा रहे थे कितना ग़लत है वो?","तुम्हें समझ आ रहा है, जो हम करने जा रहे थे कितना ग़लत है वो?",तुम्हें,TUM
IndicDialogue,Guilty,1956804853,47,"‎-अच्छा, सुन, ब्रो। ‎-
‎संयोजन तेरा है, बोल तेरे हैं।
‎तू ही गा दे ना इस बारी।
‎साले, गांड में दम है तो वीजे के मुँह में बोल के दिखा।
‎ओए-होए, वीजे का ख़बरी, साला! चुप!",‎ ____ इसकी पैंट क्या उतार रहा है?,‎ तू इसकी पैंट क्या उतार रहा है?,तू,T
IndicDialogue,Guilty,1956804853,19,"‎क्या बाक़ी बैंड मेंबर्स?
‎ क्या कर रहे थे वो?
‎क्या करते हैं कॉलेज के बच्चे कॉन्सर्ट पे?
‎सब भंड थे।
‎ ताशी, मुझे उम्मीद है कि ‎आपको एहसास है कि आप सब ओवर 18 थे।",‎कानून की नज़र में ____ सब बच्चे नहीं हैं।,‎कानून की नज़र में आप सब बच्चे नहीं हैं।,आप,AAP
IndicDialogue,Madam Chief Minister,1957179704,352,"क्या हम सभी से संबंध जोड़ लें?
अरे दद्दा, राजनीतिक पार्टी बनाई है या रामलीला की मंडली?
-मेरी राय में तो-- -तेरी राय पूछी है यहाँ किसी ने?
जब पार्टी के सीनियर नेता बात कर रहे हों तो तेरा बीच में बोलना ज़रूरी है?
जा यहाँ से।",क्या कर रही है ____?,क्या कर रही है तू?,तू,T
IndicDialogue,The Great Indian Family,1958355201,824,"पंडित एक साफ चम्मच दे दो यार।
ऊपर-ऊपर की साफ होगी, उठा लेते हैं।
हम तुमको मोमाडियन लगते हैं क्या?
- कौन सा नशा करके आये हो बे? - नहीं हम मज़ाक नहीं कर रहे हैं।
अगर हम तुमसे बोले कि हम मोमडियन हैं।",ओरिजिनल में तो क्या बोलोगे ____?,ओरिजिनल में तो क्या बोलोगे तुम?,तुम,TUM
IndicDialogue,Madam Chief Minister,1957179704,840,"पर जनता की इतनी सेवा करूँगी
कि ढाई सौ साल तक याद करेंगे।
मैडम।
आपसे कोई विधायक मिलने आए हैं।
प्रणाम!",सोचा ____ हमसे नाराज़ हैं।,सोचा आप हमसे नाराज़ हैं।,आप,AAP
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,1513,"कितने प्यारे लगते हो साथ में, टिहुल।
मुझे तो बहुत जलन हो रही है।
बेबी, मुझे निकलना पड़ेगा, कुछ अर्जेंट काम है।
हाँ!
अच्छा हुआ कि तुम मिल गए आज। वरना बहुत डांट पड़ती इससे।",-____ संभाल लेना। -हाँ।,-तुम संभाल लेना। -हाँ।,तुम,TUM
IndicDialogue,Jaane Jaan,1958289341,1421,"धन्यवाद।
आपकी वजह से मुझे आज,
मोमोज़ और कैरीओके नसीब हुआ।
धन्यवाद आपको भी।
मुझे तो याद भी नहीं, पहले कभी इतना मज़ा आया हो।",पिछले हफ्ते ही तो गईं थी ____?,पिछले हफ्ते ही तो गईं थी आप?,आप,AAP
IndicDialogue,Jaadugar,1957742927,822,"अरे! तेरी कोई अपनी मर्ज़ी नहीं है क्या? जहाँ बोलेंगे शादी कर लेगी?
मीनू, यही मेरी मर्ज़ी है कि मैं उनकी मर्ज़ी से ही शादी करूँगी।
तेरे पापा से मैं बात कर लूँ तो?
मतलब, शादी अरैंज हो या लव,
मेरी दुल्हन और शेरवानी तो सेम ही रहेगी ना?",____ ये सब मज़ाक लग रहा है?,तुझे ये सब मज़ाक लग रहा है?,तुझे,T
IndicDialogue,Indoo Ki Jawani,1957132233,757,"लेकिन ये बैग का करना क्या है?
परजाई जी क्या हाल हैं?
सब ठीक।
क्या भैया! आज का ही दिन मिला था आपको एक्वागार्ड देखने के लिए?
इतने समय से शिकायत की हुई है।",पिछले हफ्ते भी तो ____ फ़ोन किया था। तब क्यों नहीं आए?,पिछले हफ्ते भी तो आपको फ़ोन किया था। तब क्यों नहीं आए?,आपको,AAP
IndicDialogue,Dhamaka,1957450323,1448,"{\an8}‪- ‪-रघुबीर जी, देखिए,
{\an8}‪-पूरा देश आपको देख रहा है। ‪-
{\an8}‪अगर आप जनता से अपील करेंगे, ‪तो आपको माफ़ी ज़रूर मिलेगी।
{\an8}‪आपको सिर्फ़ इन लोगों को ‪यहाँ से छोड़ना होगा। मैं यहीं पर रहूँगी।
{\an8}‪ नहीं, नहीं! ‪मंत्री जी कहाँ हैं, मंत्री जी?","{\an8}‪रघुबीर जी, मैं ____ सामने हाथ जोड़ती हूँ।","{\an8}‪रघुबीर जी, मैं आपके सामने हाथ जोड़ती हूँ।",आपके,AAP
IndicDialogue,Jaadugar,1957742927,390,"-हम सबको तू-- -तुझे नहीं पता ना?
अभी दो मिनट पहले अंदर तू मुझ से शादी करना चाहता था,
और तुझे मेरे बारे में इतना भी नहीं पता मीनू?
तू मुझे जानता भी नहीं है यार।
मैं नहीं जानता? इच्छा, मैं नहीं जानता?",____ अपना बर्थ डे भूल गयी थी! मैं तेरे लिए केक लेके आया था!,तू अपना बर्थ डे भूल गयी थी! मैं तेरे लिए केक लेके आया था!,तू,T
IndicDialogue,The White Tiger,1957077990,1156,"‏अरे, बाद में समझाएँगे। ज़ोर से पढ़ो।
‏ ""कि मैं घबरा गया था ‏और मैंने घायल के प्रति फ़र्ज़ नहीं निभाया
‏और मौके से भाग खड़ा हुआ।
‏कि मैं कार में अकेला था ‏और केवल मैं ही इसका ज़िम्मेदार हूँ।""
‏ तुम्हारे परिवार को बता दिया है।","‏____ दादी, अह… क्या नाम है उनका?","‏तुम्हारी दादी, अह… क्या नाम है उनका?",तुम्हारी,TUM
IndicDialogue,Guilty,1956804853,894,"‎तुम कहां थी उस रात एक बजे तक?
‎-रॉय के यहां। मैंने तुम्हें बताया था। ‎-क्यों?
‎""क्यों"" मतलब? थीसिस वर्क, यार।
‎वैलेंटाइन्स के दिन?
‎इसके पहले हमारी किस बारे में बहस हुई थी, नानकी?",‎मैंने ____ कहा नहीं था ‎कि रॉय तुम्हारा शोषण कर रहा है,‎मैंने तुमसे कहा नहीं था ‎कि रॉय तुम्हारा शोषण कर रहा है,तुमसे,TUM
IndicDialogue,Ginny Weds Sunny,1956951114,356,"‎♪ मैं इंडिया की हूँ मडोना ♪
‎♪ तेरे जैसों को कभी मैं ज़रा भी भाव नहीं देती ♪
‎♪ मेरा दिल क्या तुझको तो ऑटोग्राफ़ नहीं देती ♪
‎♪ ले तेरी हो गई लोल ♪
‎♪ नहीं आऊँगी मैं तेरे साथ ♪",‎♪ ____ मेरे मुँह नहीं लगना ♪,‎♪ तू मेरे मुँह नहीं लगना ♪,तू,T
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,757,"फ़ायदा तो मैं उठा चुका
अब तो नुकसान की मांग कर रहा हूँ।
सच्चाई देख मेरी।
सोच मत, इससे फ़ेयर डील नहीं मिल सकती तुझे।
सुन, टाइम पास तक ठीक है,",____ अगर ऐसे ही चेप होने वाला है न तो दूर ही रह।,तू अगर ऐसे ही चेप होने वाला है न तो दूर ही रह।,तू,T
IndicDialogue,Axone,1956818787,686,"तुम और मिनम बहुत अच्छे दोस्त नहीं हो।
चांबी और मिनम एकदूजे के बहुत अच्छे दोस्त हैं।
तीन लोग बहुत अच्छे दोस्त नहीं हो सकते।
और मिनम तुम्हें हम से अलग समझती है।
जानती हो हम जब पहली बार डेट कर रहे थे उसने क्या कहा?","उसने कहा, ""____ नेपाली लड़की को क्यों डेट कर रहे हो?","उसने कहा, ""तुम नेपाली लड़की को क्यों डेट कर रहे हो?",तुम,TUM
IndicDialogue,Shehzada,1958077493,1995,"मैंने सही किया ना?
तुम हमेशा सही करती हो।
क्या हुआ, वाल्मीकि?
इतने परेशान क्यों लग रहे हो?
तुम्हें तो खुश होना चाहिए।",____ बेटे ने तुम्हारा नाम रौशन किया है।,तुम्हारे बेटे ने तुम्हारा नाम रौशन किया है।,तुम्हारे,TUM
IndicDialogue,Guilty,1956804853,552,"‎ये दस्तावेज़ साफ़-साफ़ दर्शाते हैं ‎कि विजय को सेंट मार्टिंस में दाखिला
‎उसके नंबरों के आधार पर नहीं मिला था।
‎तुम्हें इसके बारे में कुछ नहीं पता था, है ना?
‎और विरोधी इसी मुद्दे को उठाएंगे।
‎ठीक है, तुम विशेष अधिकारों के बारे में ‎बात करना चाहते हो तो...",‎____ तनु कुमार में विशेषता की कमी ‎और कैसे उसने चालाकी से उसे हासिल किया,‎तुम्हें तनु कुमार में विशेषता की कमी ‎और कैसे उसने चालाकी से उसे हासिल किया,तुम्हें,TUM
IndicDialogue,Good Newwz,1956816836,1788,"आप लोगों की लापरवाही के चक्कर में मेरे बच्चे को कुछ ना हो जाए।
माफ़ करना।
माफ़ करने की कोई बात ही नहीं है, भाईसाहब।
मतलब भाभी जी को सातवाँ महीना चल रहा है
और उनसे नौकरी नहीं छूट रही।","नहीं, इतना पैसा ____ कहाँ लेकर जाओगे भाईसाहब, बताओ मुझे?","नहीं, इतना पैसा आप कहाँ लेकर जाओगे भाईसाहब, बताओ मुझे?",आप,AAP
IndicDialogue,The Great Indian Family,1958355201,38,"आय लव सांप सीढ़ी।
आज मेरा बर्थडे है।
यहाँ नहीं। तुम घर पे आना।
मेरे पापा ने पार्टी रखी है।
वैसे मेरे पापा बिजनेसमैन है।",और ____ पापा क्या करते हैं?,और तुम्हारे पापा क्या करते हैं?,तुम्हारे,TUM
IndicDialogue,Jaane Jaan,1958289341,533,"हम उसके मोबाइल का पता लगाने की कोशिश कर रहे हैं लेकिन नम्बर बदलते रहता है, सर।
कलिम्पोंग ज्यादा बड़ी जगह नहीं है।
कुछ दिन लग सकते हैं।
-पर मिल जाएगा। -जी, सर।
-श्री सुन्दर आपके साथ काम करेंगे। -सर!","ये फोटो मैं ____ देता हूँ,","ये फोटो मैं आपको देता हूँ,",आपको,AAP
IndicDialogue,Guilty,1956804853,995,"‎तुम्हारी हिम्मत कैसे हुई मुझसे इस तरह बात करने की?
‎-तुम वीजे को जेल भेजना चाहते हो ना? ‎-क्या?
‎क्या तुमने इस वक़्त मुझे यहां बुलाया...
‎क्या तुम मेरे साथ सोने की कोशिश कर रहे हो?
‎-क्या बकवास है, क्या बोल रही हो तुम? ‎-क्या तुमने इसलिए मुझे यहां लाया?",‎-क्या? ‎-____ वीजे को जेल भेजना चाहते हो क्योंकि...,‎-क्या? ‎-तुम वीजे को जेल भेजना चाहते हो क्योंकि...,तुम,TUM
IndicDialogue,Guilty,1956804853,583,"‎-चुप। ‎-क्योंकि हम बाथरूम शेयर किए ना तुम्हारा।
‎बात-बात पर रैगिंग क्योंकि हम धनबाद से हैं। ‎स्कॉलरशिप स्टूडेंट हैं।
‎नीचा दिखाते हैं हमें ये।
‎अपर क्लास, इंग्लिश मीडियम वाले।
‎क्या बकवास है!","‎नानकी, मैं ____ ब्लैकलिस्ट नहीं कर रही हूँ।","‎नानकी, मैं तुम्हें ब्लैकलिस्ट नहीं कर रही हूँ।",तुम्हें,TUM
IndicDialogue,Jaane Jaan,1958289341,1141,"मैंने अभी-अभी आपको देखा, पुलिस थाने के सामने।
अभी-अभी?
बड़ी दूर की नज़र है आपकी।
अभी मतलब, अभी कुछ देर पहले।
आप… शायद गुज़री थी न, पुलिस थाने के सामने से?",____ मेरा पीछा कर रहे हैं?,आप मेरा पीछा कर रहे हैं?,आप,AAP
IndicDialogue,Dhamaka,1957450323,1203,"‪आपका मैदान? माथुर जी ‪आपके मैदान में ही मरे थे ना?
‪आप दूसरी नौकरी ढूंढिए। ‪अभी आपको फ़ोन आने वाला ऊपर से, देखिए।
‪-क्या साइन चाहिए? क्या हुआ? ‪-अर्जुन।
‪अर्जुन, ज़रा सोचो।
‪ अगर रघुबीर ने ‪सारे बंधकों को उड़ा दिया तो?",‪ ____ उसी का इंतज़ार कर रहे हैं न? ‪माफ़ कीजिए।,‪ आप उसी का इंतज़ार कर रहे हैं न? ‪माफ़ कीजिए।,आप,AAP
IndicDialogue,Hit the First Case,1957795759,1768,"आई लव यू, प्रीति।
सॉरी। क्या?
मैं तुम्हें ये बचपन से कहना चाहती थी,
पर पता नहीं क्यों, कह नहीं पाई।
नहीं, नहीं। सुनो।","____ ना बहुत बड़ी ग़लतफ़हमी हुई है, सपना।","तुम्हें ना बहुत बड़ी ग़लतफ़हमी हुई है, सपना।",तुम्हें,TUM
IndicDialogue,Madam Chief Minister,1957179704,1383,"-किसने रोका है आपको? -एक मिनट।
हम लोग यहाँ बहस करने के लिए नहीं आए हैं।
एक प्रस्ताव है आपके लिए।
सीबीआई जाँच में मुख्यमंत्री निश्चित ही जेल जाएगी।
उनके जेल जाने के बाद बाकी सारे विधायकों को अगर आप वापस हमारी तरफ धकेल देते हैं…",तो ____ राज्यसभा की सीट पक्की है।,तो आपकी राज्यसभा की सीट पक्की है।,आपकी,AAP
IndicDialogue,Lust Stories 2,1958186552,569,"कुछ मालूम भी है तेरे को?
तेरी चड्डी तक तो मैं धोती हूँ।
सीमा, क्या बोल रही है तू?
क्या बोल रही है क्या मतलब?
सॉरी। -उसका घर है इसलिए कुछ भी बोलेगी क्या वो?",कोई फ्री में काम नहीं कर रही है ____!,कोई फ्री में काम नहीं कर रही है तू!,तू,T
IndicDialogue,Jaadugar,1957742927,998,"और मैं उसकी शादी ऐसे किसी से भी नहीं करवा सकता।
इकरार
♪ जादू♪
""किसी से?""
गुरु जी, आपका एकलव्य हूँ मैं!",नीमच का बेस्ट जादूगर हूँ… ____ बाद।,नीमच का बेस्ट जादूगर हूँ… आपके बाद।,आपके,AAP
IndicDialogue,Jaane Jaan,1958289341,569,"-जी, धन्यवाद। -हम्म।
मैम, एक और चीज़।
इस आदमी को आपने कहीं देखा है क्या?
यहाँ पर या आस-पास कहीं?
-नहीं। -नहीं?","अगर दिखेगा तो ____ पुलिस थाने फ़ोन करना, प्लीज़।","अगर दिखेगा तो आप पुलिस थाने फ़ोन करना, प्लीज़।",आप,AAP
IndicDialogue,Good Newwz,1956816836,496,"पर डॉक्टर इस प्रक्रिया में मुझे ऑफ़िस से काफ़ी छुट्टियाँ लेनी पड़ेंगी?
अगर आप लोग सच में बच्चा चाहते हैं तो
मैं कहूँगा कि काम को अलग रखकर गर्भ धारण करने पर ध्यान दीजिए।
लेकिन मैं तो काम पर जा सकता हूँ ना?
-क्या? - मैं काम पर जा सकता हूँ ना?",बिलकुल श्रीमान बत्रा ____ काम कर सकते हैं।,बिलकुल श्रीमान बत्रा आप काम कर सकते हैं।,आप,AAP
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,1776,"तो हम ये क्यों कर रहे हैं?
मतलब?
तू सच में इतनी बेवकूफ़ है क्या?
मुझे ये नहीं चलेगा।
तू अगर बैंगलोर जा रही है","और ____ अपनी जॉब, अपना करीयर इतना प्यारा है","और तुझे अपनी जॉब, अपना करीयर इतना प्यारा है",तुझे,T
IndicDialogue,Ginny Weds Sunny,1956951114,437,"‎ शोना।
‎तू बहुत अच्छा लड़का है, अतीत तेरा साफ़ है
‎और भविष्य तेरा शानदार है ही।
‎और सबसे बड़ी...
‎सबसे बड़ी बात यह है कि",‎गिन्नी ____ नफरत नहीं करती।,‎गिन्नी तुझसे नफरत नहीं करती।,तुझसे,T
IndicDialogue,The White Tiger,1957077990,432,"‏""अधूरा।"" पर उन्होंने ठीक ही कहा था।
‏जब आप भारत आएँगे, सर,
‏आपको मेरे जैसे लाखों लोग मिलेंगे।
‏हमारी भूरी खोपड़ी को खोलकर ‏अंदर झाँककर देखिए।
‏साइबर कैफ़े","‏____ कई सारे विचार मिलेंगे, ‏आधे तैयार, आधे सही,","‏आपको कई सारे विचार मिलेंगे, ‏आधे तैयार, आधे सही,",आपको,AAP
IndicDialogue,Shehzada,1958077493,962,"और ऊपर से मुँह बंद है।
तुझे कुछ बोलना नहीं है? हाँ?
तू मेरा असली बाप नहीं है।
मैं तेरा असली बाप नहीं हूँ!
मैं तेरा असली बाप नहीं हूँ!","अगर मैं तेरा बाप नहीं हूँ, तो ____ पैदा किसने किया?","अगर मैं तेरा बाप नहीं हूँ, तो तुझे पैदा किसने किया?",तुझे,T
IndicDialogue,Jaane Jaan,1958289341,974,"-वो उस दिन कहीं और थी… -""झूँठ बोल रही है वो!""
तुम्हें भी मालूम है।
अजीत मर चुका है, हत्या हुई है।
माया अकेली संदिग्ध है।
-और क्या चाहिए तुम्हें? -सर…",और क्या चाहिए ____?,और क्या चाहिए तुम्हें?,तुम्हें,TUM
